envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
321	3957000	3717000	4317000	4077000	3837000	3837000	
322	3954000	3714000	4314000	4074000	3834000	3834000	
323	3951000	3711000	4311000	4071000	3831000	3831000	
324	3972000	3708000	4308000	4068000	3948000	3828000	
325	3993000	3705000	4305000	4065000	3945000	3945000	
326	4014000	3822000	4302000	4062000	3942000	3942000	
327	4035000	3819000	4299000	4179000	3939000	3939000	
328	4056000	3936000	4296000	4176000	3936000	3936000	
329	4101000	4053000	4293000	4173000	3933000	4053000	
330	4098000	4050000	4290000	4170000	3930000	4050000	
331	4119000	4047000	4287000	4167000	4047000	4047000	
332	4116000	4044000	4284000	4164000	4044000	4044000	
333	4113000	4041000	4281000	4161000	4041000	4041000	
334	4110000	4038000	4278000	4158000	4038000	4038000	
335	4131000	4155000	4275000	4155000	4035000	4035000	
336	4152000	4152000	4272000	4272000	4032000	4032000	
337	4149000	4149000	4269000	4269000	4029000	4029000	
338	4146000	4146000	4266000	4266000	4026000	4026000	
339	4167000	4263000	4263000	4263000	4023000	4023000	
340	4212000	4260000	4380000	4380000	4020000	4020000	
341	4209000	4257000	4377000	4377000	4017000	4017000	
342	4254000	4254000	4494000	4374000	4014000	4134000	
343	4251000	4251000	4491000	4371000	4011000	4131000	
344	4272000	4248000	4488000	4368000	4008000	4248000	
345	4293000	4245000	4485000	4365000	4005000	4365000	
346	4290000	4242000	4482000	4362000	4002000	4362000	
347	4311000	4359000	4479000	4359000	3999000	4359000	
348	4308000	4356000	4476000	4356000	3996000	4356000	
349	4305000	4353000	4473000	4353000	3993000	4353000	
350	4302000	4350000	4470000	4350000	3990000	4350000	
351	4347000	4347000	4587000	4347000	3987000	4467000	
352	4344000	4344000	4584000	4344000	3984000	4464000	
353	4341000	4341000	4581000	4341000	3981000	4461000	
354	4386000	4458000	4578000	4458000	3978000	4458000	
355	4407000	4455000	4575000	4455000	3975000	4575000	
356	4452000	4452000	4572000	4572000	4092000	4572000	
357	4473000	4449000	4569000	4689000	4089000	4569000	
358	4494000	4446000	4566000	4686000	4206000	4566000	
359	4491000	4443000	4563000	4683000	4203000	4563000	
360	4488000	4440000	4560000	4680000	4200000	4560000	
361	4509000	4437000	4677000	4677000	4197000	4557000	
362	4506000	4434000	4674000	4674000	4194000	4554000	
363	4527000	4431000	4671000	4671000	4191000	4671000	
364	4572000	4428000	4668000	4788000	4188000	4788000	
365	4569000	4425000	4665000	4785000	4185000	4785000	
366	4590000	4422000	4782000	4782000	4182000	4782000	
367	4611000	4419000	4779000	4779000	4299000	4779000	
368	4656000	4416000	4776000	4896000	4416000	4776000	
369	4677000	4533000	4773000	4893000	4413000	4773000	
370	4674000	4530000	4770000	4890000	4410000	4770000	
371	4695000	4527000	4767000	4887000	4407000	4887000	
372	4692000	4524000	4764000	4884000	4404000	4884000	
373	4713000	4641000	4761000	4881000	4401000	4881000	
374	4710000	4638000	4758000	4878000	4398000	4878000	
375	4707000	4635000	4755000	4875000	4395000	4875000	
376	4704000	4632000	4752000	4872000	4392000	4872000	
377	4725000	4629000	4749000	4869000	4509000	4869000	
378	4746000	4626000	4746000	4986000	4506000	4866000	
379	4767000	4623000	4863000	4983000	4503000	4863000	
380	4788000	4620000	4860000	4980000	4620000	4860000	
381	4809000	4617000	4977000	4977000	4617000	4857000	
382	4830000	4614000	5094000	4974000	4614000	4854000	
383	4851000	4611000	5091000	4971000	4731000	4851000	
384	4848000	4608000	5088000	4968000	4728000	4848000	
385	4869000	4605000	5085000	5085000	4725000	4845000	
386	4866000	4602000	5082000	5082000	4722000	4842000	
387	4863000	4599000	5079000	5079000	4719000	4839000	
388	4908000	4596000	5196000	5076000	4716000	4956000	
389	4905000	4593000	5193000	5073000	4713000	4953000	
390	4902000	4590000	5190000	5070000	4710000	4950000	
391	4899000	4587000	5187000	5067000	4707000	4947000	
392	4944000	4584000	5304000	5064000	4704000	5064000	
393	4965000	4701000	5301000	5061000	4701000	5061000	
394	4962000	4698000	5298000	5058000	4698000	5058000	
395	4959000	4695000	5295000	5055000	4695000	5055000	
396	4980000	4812000	5292000	5052000	4692000	5052000	
397	5001000	4809000	5289000	5049000	4809000	5049000	
398	4998000	4806000	5286000	5046000	4806000	5046000	
399	5043000	4923000	5283000	5043000	4923000	5043000	
400	5064000	4920000	5280000	5040000	5040000	5040000	
401	5085000	5037000	5277000	5037000	5037000	5037000	
402	5130000	5154000	5394000	5034000	5034000	5034000	
403	5151000	5151000	5511000	5031000	5031000	5031000	
404	5172000	5148000	5508000	5148000	5028000	5028000	
405	5193000	5145000	5505000	5145000	5025000	5145000	
406	5190000	5142000	5502000	5142000	5022000	5142000	
407	5211000	5139000	5499000	5139000	5139000	5139000	
408	5256000	5256000	5496000	5256000	5136000	5136000	
409	5277000	5253000	5493000	5253000	5133000	5253000	
410	5298000	5250000	5490000	5370000	5130000	5250000	
411	5343000	5247000	5607000	5367000	5247000	5247000	
412	5364000	5364000	5604000	5364000	5244000	5244000	
413	5361000	5361000	5601000	5361000	5241000	5241000	
414	5358000	5358000	5598000	5358000	5238000	5238000	
415	5355000	5355000	5595000	5355000	5235000	5235000	
416	5376000	5352000	5592000	5352000	5232000	5352000	
417	5373000	5349000	5589000	5349000	5229000	5349000	
418	5370000	5346000	5586000	5346000	5226000	5346000	
419	5367000	5343000	5583000	5343000	5223000	5343000	
420	5364000	5340000	5580000	5340000	5220000	5340000	
421	5361000	5337000	5577000	5337000	5217000	5337000	
422	5406000	5334000	5574000	5454000	5334000	5334000	
423	5427000	5331000	5571000	5451000	5451000	5331000	
424	5424000	5328000	5568000	5448000	5448000	5328000	
425	5445000	5325000	5565000	5445000	5445000	5445000	
426	5442000	5322000	5562000	5442000	5442000	5442000	
427	5463000	5439000	5559000	5439000	5439000	5439000	
428	5484000	5436000	5556000	5556000	5436000	5436000	
429	5481000	5433000	5553000	5553000	5433000	5433000	
430	5526000	5430000	5670000	5550000	5550000	5430000	
431	5523000	5427000	5667000	5547000	5547000	5427000	
432	5520000	5424000	5664000	5544000	5544000	5424000	
433	5541000	5541000	5661000	5541000	5541000	5421000	
434	5562000	5538000	5778000	5538000	5538000	5418000	
435	5583000	5535000	5775000	5535000	5535000	5535000	
436	5580000	5532000	5772000	5532000	5532000	5532000	
437	5577000	5529000	5769000	5529000	5529000	5529000	
438	5598000	5646000	5766000	5526000	5526000	5526000	
439	5595000	5643000	5763000	5523000	5523000	5523000	
440	5616000	5640000	5760000	5640000	5520000	5520000	
441	5637000	5637000	5757000	5637000	5517000	5637000	
442	5634000	5634000	5754000	5634000	5514000	5634000	
443	5655000	5631000	5751000	5751000	5511000	5631000	
444	5652000	5628000	5748000	5748000	5508000	5628000	
445	5673000	5625000	5865000	5745000	5505000	5625000	
446	5718000	5742000	5862000	5862000	5502000	5622000	
447	5739000	5859000	5859000	5859000	5499000	5619000	
448	5736000	5856000	5856000	5856000	5496000	5616000	
449	5757000	5853000	5853000	5853000	5493000	5733000	
450	5754000	5850000	5850000	5850000	5490000	5730000	
451	5775000	5847000	5847000	5847000	5607000	5727000	
452	5772000	5844000	5844000	5844000	5604000	5724000	
453	5769000	5841000	5841000	5841000	5601000	5721000	
454	5766000	5838000	5838000	5838000	5598000	5718000	
455	5787000	5835000	5835000	5835000	5595000	5835000	
456	5808000	5832000	5832000	5832000	5712000	5832000	
457	5805000	5829000	5829000	5829000	5709000	5829000	
458	5802000	5826000	5826000	5826000	5706000	5826000	
459	5799000	5823000	5823000	5823000	5703000	5823000	
460	5868000	5820000	5940000	5820000	5820000	5940000	
461	5889000	5817000	6057000	5817000	5817000	5937000	
462	5910000	5814000	6054000	5934000	5814000	5934000	
463	5907000	5811000	6051000	5931000	5811000	5931000	
464	5904000	5808000	6048000	5928000	5808000	5928000	
465	5925000	5805000	6165000	5925000	5805000	5925000	
466	5970000	5802000	6282000	6042000	5802000	5922000	
467	5967000	5799000	6279000	6039000	5799000	5919000	
468	5988000	5796000	6276000	6156000	5796000	5916000	
469	6033000	5913000	6273000	6153000	5913000	5913000	
470	6054000	5910000	6390000	6150000	5910000	5910000	
471	6051000	5907000	6387000	6147000	5907000	5907000	
472	6048000	5904000	6384000	6144000	5904000	5904000	
473	6045000	5901000	6381000	6141000	5901000	5901000	
474	6042000	5898000	6378000	6138000	5898000	5898000	
475	6063000	6015000	6375000	6135000	5895000	5895000	
476	6060000	6012000	6372000	6132000	5892000	5892000	
477	6081000	6009000	6369000	6249000	5889000	5889000	
478	6102000	6006000	6366000	6366000	5886000	5886000	
479	6099000	6003000	6363000	6363000	5883000	5883000	
480	6120000	6e+06	6360000	6360000	6e+06	5880000	
481	6117000	5997000	6357000	6357000	5997000	5877000	
482	6138000	5994000	6354000	6354000	5994000	5994000	
483	6135000	5991000	6351000	6351000	5991000	5991000	
484	6180000	5988000	6348000	6348000	6108000	6108000	
485	6225000	5985000	6345000	6465000	6225000	6105000	
486	6222000	5982000	6342000	6462000	6222000	6102000	
487	6219000	5979000	6339000	6459000	6219000	6099000	
488	6216000	5976000	6336000	6456000	6216000	6096000	
489	6213000	5973000	6333000	6453000	6213000	6093000	
490	6210000	5970000	6330000	6450000	6210000	6090000	
491	6207000	5967000	6327000	6447000	6207000	6087000	
492	6204000	5964000	6324000	6444000	6204000	6084000	
493	6201000	5961000	6321000	6441000	6201000	6081000	
494	6198000	5958000	6318000	6438000	6198000	6078000	
495	6195000	5955000	6315000	6435000	6195000	6075000	
496	6192000	5952000	6312000	6432000	6192000	6072000	
497	6261000	6069000	6309000	6549000	6309000	6069000	
498	6282000	6066000	6426000	6546000	6306000	6066000	
499	6303000	6063000	6543000	6543000	6303000	6063000	
500	6348000	6060000	6540000	6660000	6300000	6180000	
501	6393000	6057000	6537000	6657000	6417000	6297000	
502	6390000	6054000	6534000	6654000	6414000	6294000	
503	6435000	6171000	6531000	6651000	6531000	6291000	
504	6456000	6168000	6648000	6648000	6528000	6288000	
505	6453000	6165000	6645000	6645000	6525000	6285000	
506	6450000	6162000	6642000	6642000	6522000	6282000	
507	6471000	6159000	6639000	6759000	6519000	6279000	
508	6492000	6156000	6756000	6756000	6516000	6276000	
509	6489000	6153000	6753000	6753000	6513000	6273000	
510	6486000	6150000	6750000	6750000	6510000	6270000	
511	6483000	6147000	6747000	6747000	6507000	6267000	
512	6480000	6144000	6744000	6744000	6504000	6264000	
513	6501000	6141000	6741000	6741000	6501000	6381000	
514	6498000	6138000	6738000	6738000	6498000	6378000	
515	6495000	6135000	6735000	6735000	6495000	6375000	
516	6540000	6252000	6852000	6732000	6492000	6372000	
517	6537000	6249000	6849000	6729000	6489000	6369000	
518	6558000	6246000	6846000	6726000	6606000	6366000	
519	6555000	6243000	6843000	6723000	6603000	6363000	
520	6552000	6240000	6840000	6720000	6600000	6360000	
521	6549000	6237000	6837000	6717000	6597000	6357000	
522	6570000	6354000	6834000	6714000	6594000	6354000	
523	6567000	6351000	6831000	6711000	6591000	6351000	
524	6588000	6348000	6828000	6708000	6708000	6348000	
525	6609000	6345000	6825000	6705000	6705000	6465000	
526	6606000	6342000	6822000	6702000	6702000	6462000	
527	6627000	6339000	6819000	6699000	6699000	6579000	
528	6648000	6456000	6816000	6696000	6696000	6576000	
529	6669000	6453000	6813000	6813000	6693000	6573000	
530	6666000	6450000	6810000	6810000	6690000	6570000	
531	6663000	6447000	6807000	6807000	6687000	6567000	
