envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
3149	33873000	33993000	33513000	34113000	33753000	33993000	33400436.2818591
3150	33894000	34110000	33510000	34110000	33750000	33990000	33407055.4722639
3151	33891000	34107000	33507000	34107000	33747000	33987000	33413674.6626687
3152	33912000	34104000	33624000	34104000	33744000	33984000	33420305.8470765
3153	33909000	34101000	33621000	34101000	33741000	33981000	33426925.0374813
3154	33906000	34098000	33618000	34098000	33738000	33978000	33433544.2278861
3155	33903000	34095000	33615000	34095000	33735000	33975000	33440151.4242879
3156	33924000	34092000	33612000	34212000	33732000	33972000	33446734.6326837
3157	33921000	34089000	33609000	34209000	33729000	33969000	33453305.8470765
3158	33942000	34086000	33606000	34326000	33726000	33966000	33459877.0614693
3159	33939000	34083000	33603000	34323000	33723000	33963000	33466448.2758621
3160	33936000	34080000	33600000	34320000	33720000	33960000	33473019.4902549
3161	33933000	34077000	33597000	34317000	33717000	33957000	33479590.7046477
3162	33954000	34074000	33714000	34314000	33714000	33954000	33486161.9190405
3163	33999000	34071000	33831000	34311000	33711000	34071000	33492733.1334333
3164	33996000	34068000	33828000	34308000	33708000	34068000	33499316.3418291
3165	33993000	34065000	33825000	34305000	33705000	34065000	33505887.5562219
3166	33990000	34062000	33822000	34302000	33702000	34062000	33512446.7766117
3167	33987000	34059000	33819000	34299000	33699000	34059000	33519017.9910045
3168	34032000	34056000	33816000	34416000	33816000	34056000	33525589.2053973
3169	34029000	34053000	33813000	34413000	33813000	34053000	33532160.4197901
3170	34026000	34050000	33810000	34410000	33810000	34050000	33538707.6461769
3171	34047000	34167000	33807000	34407000	33807000	34047000	33545254.8725637
3172	34068000	34164000	33804000	34524000	33804000	34044000	33551778.1109445
3173	34065000	34161000	33801000	34521000	33801000	34041000	33558289.3553223
3174	34086000	34158000	33798000	34518000	33798000	34158000	33564800.5997002
3175	34083000	34155000	33795000	34515000	33795000	34155000	33571299.850075
3176	34104000	34152000	33912000	34512000	33792000	34152000	33577811.0944528
3177	34101000	34149000	33909000	34509000	33789000	34149000	33584322.3388306
3178	34098000	34146000	33906000	34506000	33786000	34146000	33590833.5832084
3179	34095000	34143000	33903000	34503000	33783000	34143000	33597356.8215892
3180	34092000	34140000	33900000	34500000	33780000	34140000	33603880.05997
3181	34113000	34137000	33897000	34617000	33777000	34137000	33610391.3043478
3182	34110000	34134000	33894000	34614000	33774000	34134000	33616902.5487256
3183	34107000	34131000	33891000	34611000	33771000	34131000	33623413.7931034
3184	34128000	34128000	33888000	34608000	33768000	34248000	33629901.0494753
3185	34197000	34125000	34005000	34605000	33885000	34365000	33636400.2998501
3186	34194000	34122000	34002000	34602000	33882000	34362000	33642899.5502249
3187	34191000	34119000	33999000	34599000	33879000	34359000	33649398.8005997
3188	34188000	34116000	33996000	34596000	33876000	34356000	33655886.0569715
3189	34209000	34113000	33993000	34593000	33873000	34473000	33662361.3193403
3190	34206000	34110000	33990000	34590000	33870000	34470000	33668848.5757121
3191	34203000	34107000	33987000	34587000	33867000	34467000	33675347.826087
3192	34200000	34104000	33984000	34584000	33864000	34464000	33681847.0764618
3193	34197000	34101000	33981000	34581000	33861000	34461000	33688358.3208396
3194	34218000	34098000	33978000	34578000	33858000	34578000	33694857.5712144
3195	34215000	34095000	33975000	34575000	33855000	34575000	33701368.8155922
3196	34212000	34092000	33972000	34572000	33852000	34572000	33707868.065967
3197	34209000	34089000	33969000	34569000	33849000	34569000	33714379.3103448
3198	34230000	34086000	33966000	34566000	33846000	34686000	33720902.5487256
3199	34227000	34083000	33963000	34563000	33843000	34683000	33727437.7811094
3200	34224000	34080000	33960000	34560000	33840000	34680000	33733973.0134933
3201	34221000	34077000	33957000	34557000	33837000	34677000	33740508.2458771
3202	34242000	34074000	33954000	34554000	33834000	34794000	33747055.4722639
3203	34287000	34071000	34071000	34551000	33831000	34911000	33753602.6986507
3204	34284000	34068000	34068000	34548000	33828000	34908000	33760149.9250375
3205	34281000	34065000	34065000	34545000	33825000	34905000	33766709.1454273
3206	34278000	34062000	34062000	34542000	33822000	34902000	33773256.3718141
3207	34275000	34059000	34059000	34539000	33819000	34899000	33779803.5982009
3208	34272000	34056000	34056000	34536000	33816000	34896000	33786326.8365817
3209	34269000	34053000	34053000	34533000	33813000	34893000	33792850.0749625
3210	34266000	34050000	34050000	34530000	33810000	34890000	33799373.3133433
3211	34263000	34047000	34047000	34527000	33807000	34887000	33805908.5457271
3212	34284000	34044000	34044000	34524000	33804000	35004000	33812443.7781109
3213	34305000	34161000	34041000	34521000	33801000	35001000	33818979.0104948
3214	34326000	34158000	34158000	34518000	33798000	34998000	33825514.2428786
3215	34347000	34155000	34155000	34635000	33795000	34995000	33832061.4692654
3216	34344000	34152000	34152000	34632000	33792000	34992000	33838596.7016492
3217	34341000	34149000	34149000	34629000	33789000	34989000	33845131.934033
3218	34362000	34146000	34266000	34626000	33786000	34986000	33851679.1604198
3219	34359000	34143000	34263000	34623000	33783000	34983000	33858226.3868066
3220	34356000	34140000	34260000	34620000	33780000	34980000	33864773.6131934
3221	34353000	34137000	34257000	34617000	33777000	34977000	33871320.8395802
3222	34398000	34134000	34254000	34734000	33894000	34974000	33877868.065967
3223	34419000	34131000	34251000	34851000	33891000	34971000	33884415.2923538
3224	34416000	34128000	34248000	34848000	33888000	34968000	33890938.5307346
3225	34413000	34125000	34245000	34845000	33885000	34965000	33897461.7691154
3226	34434000	34242000	34242000	34842000	33882000	34962000	33903985.0074963
3227	34431000	34239000	34239000	34839000	33879000	34959000	33910520.2398801
3228	34428000	34236000	34236000	34836000	33876000	34956000	33917055.4722639
3229	34425000	34233000	34233000	34833000	33873000	34953000	33923590.7046477
3230	34422000	34230000	34230000	34830000	33870000	34950000	33930113.9430285
3231	34419000	34227000	34227000	34827000	33867000	34947000	33936649.1754123
3232	34416000	34224000	34224000	34824000	33864000	34944000	33943172.4137931
3233	34413000	34221000	34221000	34821000	33861000	34941000	33949683.6581709
3234	34410000	34218000	34218000	34818000	33858000	34938000	33956194.9025487
3235	34407000	34215000	34215000	34815000	33855000	34935000	33962706.1469265
3236	34404000	34212000	34212000	34812000	33852000	34932000	33969217.3913044
3237	34401000	34209000	34209000	34809000	33849000	34929000	33975728.6356822
3238	34398000	34206000	34206000	34806000	33846000	34926000	33982227.886057
3239	34395000	34203000	34203000	34803000	33843000	34923000	33988739.1304348
3240	34392000	34200000	34200000	34800000	33840000	34920000	33995226.3868066
3241	34389000	34197000	34197000	34797000	33837000	34917000	34001713.6431784
3242	34386000	34194000	34194000	34794000	33834000	34914000	34008200.8995502
3243	34407000	34191000	34191000	34791000	33951000	34911000	34014676.161919
3244	34404000	34188000	34188000	34788000	33948000	34908000	34021151.4242879
3245	34401000	34185000	34185000	34785000	33945000	34905000	34027614.6926537
3246	34398000	34182000	34182000	34782000	33942000	34902000	34034065.9670165
3247	34419000	34179000	34299000	34779000	33939000	34899000	34040505.2473763
3248	34416000	34176000	34296000	34776000	33936000	34896000	34046944.5277361
3249	34413000	34173000	34293000	34773000	33933000	34893000	34053383.808096
3250	34410000	34170000	34290000	34770000	33930000	34890000	34059835.0824588
3251	34431000	34167000	34407000	34767000	33927000	34887000	34066286.3568216
3252	34428000	34164000	34404000	34764000	33924000	34884000	34072725.6371814
3253	34425000	34161000	34401000	34761000	33921000	34881000	34079164.9175412
3254	34422000	34158000	34398000	34758000	33918000	34878000	34085604.197901
3255	34419000	34155000	34395000	34755000	33915000	34875000	34092031.4842579
3256	34440000	34152000	34392000	34752000	33912000	34992000	34098458.7706147
3257	34437000	34149000	34389000	34749000	33909000	34989000	34104886.0569715
3258	34434000	34146000	34386000	34746000	33906000	34986000	34111301.3493253
3259	34431000	34143000	34383000	34743000	33903000	34983000	34117704.6476762
3260	34428000	34140000	34380000	34740000	33900000	34980000	34124107.946027
3261	34425000	34137000	34377000	34737000	33897000	34977000	34130487.2563718
3262	34422000	34134000	34374000	34734000	33894000	34974000	34136866.5667166
3263	34419000	34131000	34371000	34731000	33891000	34971000	34143257.8710645
3264	34416000	34128000	34368000	34728000	33888000	34968000	34149637.1814093
3265	34413000	34125000	34365000	34725000	33885000	34965000	34156004.4977511
3266	34434000	34122000	34362000	34722000	33882000	35082000	34162371.814093
3267	34431000	34119000	34359000	34719000	33879000	35079000	34168751.1244378
3268	34428000	34116000	34356000	34716000	33876000	35076000	34175130.4347826
3269	34449000	34113000	34353000	34713000	33873000	35193000	34181497.7511244
3270	34446000	34110000	34350000	34710000	33870000	35190000	34187865.0674663
3271	34467000	34107000	34347000	34707000	33867000	35307000	34194220.3898051
3272	34464000	34104000	34344000	34704000	33864000	35304000	34200575.7121439
3273	34461000	34101000	34341000	34701000	33861000	35301000	34206919.0404798
3274	34482000	34218000	34338000	34698000	33858000	35298000	34213250.3748126
3275	34503000	34215000	34335000	34815000	33855000	35295000	34219581.7091454
3276	34524000	34212000	34452000	34812000	33852000	35292000	34225901.0494753
3277	34521000	34209000	34449000	34809000	33849000	35289000	34232220.3898051
3278	34542000	34206000	34566000	34806000	33846000	35286000	34238515.7421289
3279	34539000	34203000	34563000	34803000	33843000	35283000	34244811.0944528
3280	34536000	34200000	34560000	34800000	33840000	35280000	34251094.4527736
3281	34533000	34197000	34557000	34797000	33837000	35277000	34257389.8050975
3282	34530000	34194000	34554000	34794000	33834000	35274000	34263685.1574213
3283	34527000	34191000	34551000	34791000	33831000	35271000	34269980.5097451
3284	34548000	34308000	34548000	34788000	33828000	35268000	34276287.856072
3285	34545000	34305000	34545000	34785000	33825000	35265000	34282595.2023988
3286	34542000	34302000	34542000	34782000	33822000	35262000	34288902.5487256
3287	34563000	34419000	34539000	34779000	33819000	35259000	34295209.8950525
3288	34560000	34416000	34536000	34776000	33816000	35256000	34301529.2353823
3289	34581000	34413000	34533000	34773000	33813000	35373000	34307836.5817091
3290	34578000	34410000	34530000	34770000	33810000	35370000	34314131.934033
3291	34575000	34407000	34527000	34767000	33807000	35367000	34320451.2743628
3292	34572000	34404000	34524000	34764000	33804000	35364000	34326782.6086956
3293	34569000	34401000	34521000	34761000	33801000	35361000	34333113.9430285
3294	34566000	34398000	34518000	34758000	33798000	35358000	34339433.2833583
3295	34563000	34395000	34515000	34755000	33795000	35355000	34345764.6176912
3296	34560000	34392000	34512000	34752000	33792000	35352000	34352095.952024
3297	34557000	34389000	34509000	34749000	33789000	35349000	34358415.2923538
3298	34554000	34386000	34506000	34746000	33786000	35346000	34364746.6266867
3299	34575000	34383000	34623000	34743000	33783000	35343000	34371089.9550225
3300	34572000	34380000	34620000	34740000	33780000	35340000	34377433.2833583
3301	34569000	34377000	34617000	34737000	33777000	35337000	34383776.6116942
3302	34566000	34374000	34614000	34734000	33774000	35334000	34390107.946027
3303	34563000	34371000	34611000	34731000	33771000	35331000	34396427.2863568
3304	34560000	34368000	34608000	34728000	33768000	35328000	34402722.6386807
3305	34557000	34365000	34605000	34725000	33765000	35325000	34409017.9910045
3306	34554000	34362000	34602000	34722000	33762000	35322000	34415313.3433283
3307	34575000	34479000	34599000	34719000	33759000	35319000	34421608.6956522
3308	34572000	34476000	34596000	34716000	33756000	35316000	34427916.041979
3309	34569000	34473000	34593000	34713000	33753000	35313000	34434235.3823089
3310	34566000	34470000	34590000	34710000	33750000	35310000	34440518.7406297
3311	34563000	34467000	34587000	34707000	33747000	35307000	34446802.0989505
3312	34560000	34464000	34584000	34704000	33744000	35304000	34453085.4572714
3313	34557000	34461000	34581000	34701000	33741000	35301000	34459368.8155922
3314	34554000	34458000	34578000	34698000	33738000	35298000	34465640.17991
3315	34575000	34575000	34575000	34695000	33735000	35295000	34471887.5562219
3316	34572000	34572000	34572000	34692000	33732000	35292000	34478134.9325337
3317	34569000	34569000	34569000	34689000	33729000	35289000	34484394.3028486
3318	34590000	34566000	34566000	34686000	33726000	35406000	34490653.6731634
3319	34587000	34563000	34563000	34683000	33723000	35403000	34496925.0374813
3320	34584000	34560000	34560000	34680000	33720000	35400000	34503196.4017991
3321	34581000	34557000	34557000	34677000	33717000	35397000	34509467.7661169
3322	34602000	34554000	34554000	34674000	33714000	35514000	34515739.1304348
3323	34599000	34551000	34551000	34671000	33711000	35511000	34521998.5007496
3324	34620000	34548000	34668000	34668000	33708000	35508000	34528257.8710645
3325	34617000	34545000	34665000	34665000	33705000	35505000	34534517.2413793
3326	34614000	34542000	34662000	34662000	33702000	35502000	34540776.6116941
3327	34635000	34539000	34659000	34659000	33819000	35499000	34547011.994003
3328	34632000	34536000	34656000	34656000	33816000	35496000	34553247.3763118
3329	34629000	34533000	34653000	34653000	33813000	35493000	34559470.7646177
3330	34650000	34530000	34650000	34770000	33810000	35490000	34565694.1529235
3331	34647000	34527000	34647000	34767000	33807000	35487000	34571917.5412294
3332	34668000	34524000	34644000	34884000	33804000	35484000	34578140.9295352
3333	34665000	34521000	34641000	34881000	33801000	35481000	34584364.3178411
3334	34686000	34518000	34638000	34878000	33918000	35478000	34590623.6881559
3335	34683000	34515000	34635000	34875000	33915000	35475000	34596895.0524738
3336	34680000	34512000	34632000	34872000	33912000	35472000	34603154.4227886
3337	34677000	34509000	34629000	34869000	33909000	35469000	34609401.7991005
3338	34674000	34506000	34626000	34866000	33906000	35466000	34615649.1754123
3339	34695000	34503000	34743000	34863000	33903000	35463000	34621896.5517241
3340	34692000	34500000	34740000	34860000	33900000	35460000	34628131.934033
3341	34689000	34497000	34737000	34857000	33897000	35457000	34634355.3223388
3342	34686000	34494000	34734000	34854000	33894000	35454000	34640578.7106447
3343	34683000	34491000	34731000	34851000	33891000	35451000	34646790.1049475
3344	34680000	34488000	34728000	34848000	33888000	35448000	34653001.4992504
3345	34677000	34485000	34725000	34845000	33885000	35445000	34659248.8755622
3346	34674000	34482000	34722000	34842000	33882000	35442000	34665484.2578711
3347	34671000	34479000	34719000	34839000	33879000	35439000	34671707.6461769
3348	34692000	34476000	34716000	34836000	33996000	35436000	34677943.0284858
3349	34737000	34593000	34713000	34953000	33993000	35433000	34684178.4107946
3350	34734000	34590000	34710000	34950000	33990000	35430000	34690413.7931034
3351	34731000	34587000	34707000	34947000	33987000	35427000	34696649.1754123
3352	34752000	34584000	34704000	34944000	34104000	35424000	34702884.5577211
3353	34773000	34581000	34821000	34941000	34101000	35421000	34709119.94003
3354	34770000	34578000	34818000	34938000	34098000	35418000	34715355.3223388
3355	34791000	34575000	34815000	34935000	34095000	35535000	34721566.7166417
3356	34788000	34572000	34812000	34932000	34092000	35532000	34727754.1229385
3357	34785000	34569000	34809000	34929000	34089000	35529000	34733929.5352324
3358	34782000	34566000	34806000	34926000	34086000	35526000	34740116.9415292
3359	34779000	34563000	34803000	34923000	34083000	35523000	34746304.3478261
3360	34800000	34680000	34800000	34920000	34080000	35520000	34752491.7541229
3361	34797000	34677000	34797000	34917000	34077000	35517000	34758679.1604198
3362	34818000	34794000	34794000	34914000	34074000	35514000	34764866.5667166
3363	34815000	34791000	34791000	34911000	34071000	35511000	34771041.9790105
3364	34836000	34788000	34908000	34908000	34068000	35508000	34777217.3913044
3365	34833000	34785000	34905000	34905000	34065000	35505000	34783380.8095952
3366	34878000	34782000	35022000	34902000	34062000	35622000	34789544.2278861
3367	34875000	34779000	35019000	34899000	34059000	35619000	34795707.6461769
3368	34896000	34776000	35016000	34896000	34056000	35736000	34801871.0644678
3369	34941000	34773000	35013000	34893000	34173000	35853000	34808010.4947526
3370	34962000	34770000	35010000	34890000	34170000	35970000	34814149.9250375
3371	34959000	34767000	35007000	34887000	34167000	35967000	34820301.3493253
3372	34956000	34764000	35004000	34884000	34164000	35964000	34826452.7736132
3373	34953000	34761000	35001000	34881000	34161000	35961000	34832616.191904
3374	34950000	34758000	34998000	34878000	34158000	35958000	34838767.6161919
3375	34947000	34755000	34995000	34875000	34155000	35955000	34844907.0464768
3376	34944000	34752000	34992000	34872000	34152000	35952000	34851046.4767616
3377	34941000	34749000	34989000	34869000	34149000	35949000	34857185.9070465
3378	34962000	34746000	34986000	34866000	34146000	36066000	34863313.3433283
3379	34959000	34743000	34983000	34863000	34143000	36063000	34869452.7736132
3380	34980000	34860000	34980000	34860000	34140000	36060000	34875592.203898
3381	35001000	34857000	35097000	34857000	34137000	36057000	34881731.6341829
3382	34998000	34854000	35094000	34854000	34134000	36054000	34887859.0704648
3383	35019000	34851000	35211000	34851000	34131000	36051000	34893974.5127436
3384	35016000	34848000	35208000	34848000	34128000	36048000	34900089.9550225
3385	35061000	34965000	35325000	34845000	34125000	36045000	34906217.3913044
3386	35058000	34962000	35322000	34842000	34122000	36042000	34912344.8275862
3387	35055000	34959000	35319000	34839000	34119000	36039000	34918472.2638681
3388	35052000	34956000	35316000	34836000	34116000	36036000	34924587.7061469
3389	35049000	34953000	35313000	34833000	34113000	36033000	34930679.1604198
3390	35046000	34950000	35310000	34830000	34110000	36030000	34936758.6206897
3391	35043000	34947000	35307000	34827000	34107000	36027000	34942826.0869565
3392	35064000	35064000	35304000	34824000	34104000	36024000	34948881.5592204
3393	35061000	35061000	35301000	34821000	34101000	36021000	34954937.0314843
3394	35058000	35058000	35298000	34818000	34098000	36018000	34960992.5037481
3395	35055000	35055000	35295000	34815000	34095000	36015000	34967035.982009
3396	35052000	35052000	35292000	34812000	34092000	36012000	34973079.4602699
3397	35049000	35049000	35289000	34809000	34089000	36009000	34979134.9325337
3398	35046000	35046000	35286000	34806000	34086000	36006000	34985190.4047976
3399	35043000	35043000	35283000	34803000	34083000	36003000	34991245.8770615
3400	35040000	35040000	35280000	34800000	34080000	3.6e+07	34997265.3673163
3401	35037000	35037000	35277000	34797000	34077000	35997000	35003284.8575712
3402	35034000	35034000	35274000	34794000	34074000	35994000	35009292.3538231
3403	35031000	35031000	35271000	34791000	34071000	35991000	35015299.850075
3404	35052000	35028000	35268000	34908000	34068000	35988000	35021307.3463268
3405	35049000	35025000	35265000	34905000	34065000	35985000	35027326.8365817
3406	35046000	35022000	35262000	34902000	34062000	35982000	35033346.3268366
3407	35043000	35019000	35259000	34899000	34059000	35979000	35039365.8170915
3408	35088000	35016000	35376000	35016000	34056000	35976000	35045397.3013493
3409	35109000	35013000	35373000	35013000	34173000	35973000	35051440.7796102
3410	35106000	35010000	35370000	35010000	34170000	35970000	35057484.2578711
3411	35127000	35007000	35367000	35007000	34287000	35967000	35063539.7301349
3412	35172000	35124000	35484000	35004000	34284000	35964000	35069595.2023988
3413	35169000	35121000	35481000	35001000	34281000	35961000	35075638.6806597
3414	35166000	35118000	35478000	34998000	34278000	35958000	35081682.1589205
3415	35187000	35115000	35595000	34995000	34275000	35955000	35087713.6431784
3416	35208000	35112000	35592000	34992000	34272000	36072000	35093745.1274363
3417	35205000	35109000	35589000	34989000	34269000	36069000	35099776.6116942
3418	35202000	35106000	35586000	34986000	34266000	36066000	35105808.095952
3419	35223000	35103000	35703000	34983000	34263000	36063000	35111851.5742129
3420	35244000	35100000	35700000	35100000	34260000	36060000	35117895.0524738
3421	35241000	35097000	35697000	35097000	34257000	36057000	35123950.5247376
3422	35238000	35094000	35694000	35094000	34254000	36054000	35130005.9970015
3423	35235000	35091000	35691000	35091000	34251000	36051000	35136061.4692654
3424	35256000	35088000	35808000	35088000	34248000	36048000	35142116.9415292
3425	35253000	35085000	35805000	35085000	34245000	36045000	35148172.4137931
3426	35250000	35082000	35802000	35082000	34242000	36042000	35154239.88006
3427	35247000	35079000	35799000	35079000	34239000	36039000	35160295.3523238
3428	35268000	35076000	35796000	35076000	34236000	36156000	35166326.8365817
3429	35289000	35073000	35793000	35193000	34233000	36153000	35172358.3208396
3430	35286000	35070000	35790000	35190000	34230000	36150000	35178389.8050975
3431	35283000	35067000	35787000	35187000	34227000	36147000	35184409.2953523
3432	35304000	35064000	35904000	35184000	34224000	36144000	35190428.7856072
3433	35301000	35061000	35901000	35181000	34221000	36141000	35196436.2818591
3434	35322000	35058000	35898000	35178000	34338000	36138000	35202443.7781109
3435	35319000	35055000	35895000	35175000	34335000	36135000	35208427.2863568
3436	35316000	35052000	35892000	35172000	34332000	36132000	35214410.7946027
3437	35337000	35169000	35889000	35169000	34329000	36129000	35220406.2968516
3438	35334000	35166000	35886000	35166000	34326000	36126000	35226413.7931034
3439	35331000	35163000	35883000	35163000	34323000	36123000	35232421.2893553
3440	35352000	35160000	35880000	35160000	34320000	36240000	35238428.7856072
3441	35349000	35157000	35877000	35157000	34317000	36237000	35244412.2938531
3442	35370000	35154000	35874000	35154000	34434000	36234000	35250395.802099
3443	35367000	35151000	35871000	35151000	34431000	36231000	35256379.3103448
3444	35436000	35148000	35988000	35148000	34548000	36348000	35262362.8185907
3445	35433000	35145000	35985000	35145000	34545000	36345000	35268334.3328336
3446	35430000	35142000	35982000	35142000	34542000	36342000	35274305.8470765
3447	35427000	35139000	35979000	35139000	34539000	36339000	35280277.3613193
3448	35424000	35136000	35976000	35136000	34536000	36336000	35286248.8755622
3449	35445000	35133000	36093000	35133000	34533000	36333000	35292220.3898051
3450	35466000	35250000	36090000	35130000	34530000	36330000	35298191.904048
3451	35463000	35247000	36087000	35127000	34527000	36327000	35304139.4302849
3452	35508000	35244000	36204000	35124000	34644000	36324000	35310098.9505247
3453	35505000	35241000	36201000	35121000	34641000	36321000	35316070.4647676
3454	35526000	35238000	36198000	35118000	34758000	36318000	35322053.9730135
3455	35523000	35235000	36195000	35115000	34755000	36315000	35328037.4812594
3456	35520000	35232000	36192000	35112000	34752000	36312000	35334008.9955023
3457	35517000	35229000	36189000	35109000	34749000	36309000	35339980.5097451
3458	35514000	35226000	36186000	35106000	34746000	36306000	35345952.023988
3459	35535000	35343000	36183000	35103000	34743000	36303000	35351923.5382309
3460	35532000	35340000	36180000	35100000	34740000	36300000	35357883.0584708
3461	35529000	35337000	36177000	35097000	34737000	36297000	35363842.5787106
3462	35550000	35334000	36174000	35214000	34734000	36294000	35369814.0929535
3463	35547000	35331000	36171000	35211000	34731000	36291000	35375773.6131934
3464	35544000	35328000	36168000	35208000	34728000	36288000	35381733.1334333
3465	35589000	35445000	36285000	35205000	34725000	36285000	35387692.6536732
3466	35586000	35442000	36282000	35202000	34722000	36282000	35393640.17991
3467	35583000	35439000	36279000	35199000	34719000	36279000	35399599.7001499
3468	35628000	35556000	36276000	35316000	34716000	36276000	35405559.2203898
3469	35649000	35553000	36273000	35313000	34713000	36393000	35411530.7346327
3470	35646000	35550000	36270000	35310000	34710000	36390000	35417466.2668666
3471	35667000	35667000	36267000	35307000	34707000	36387000	35423389.8050975
3472	35664000	35664000	36264000	35304000	34704000	36384000	35429313.3433283
3473	35661000	35661000	36261000	35301000	34701000	36381000	35435224.8875562
3474	35658000	35658000	36258000	35298000	34698000	36378000	35441148.4257871
3475	35655000	35655000	36255000	35295000	34695000	36375000	35447071.964018
3476	35652000	35652000	36252000	35292000	34692000	36372000	35453007.4962519
3477	35649000	35649000	36249000	35289000	34689000	36369000	35458943.0284858
3478	35670000	35766000	36246000	35286000	34686000	36366000	35464878.5607196
3479	35739000	35883000	36243000	35403000	34683000	36483000	35470814.0929535
3480	35736000	35880000	36240000	35400000	34680000	36480000	35476737.6311844
3481	35733000	35877000	36237000	35397000	34677000	36477000	35482661.1694153
3482	35730000	35874000	36234000	35394000	34674000	36474000	35488572.7136432
3483	35727000	35871000	36231000	35391000	34671000	36471000	35494484.2578711
3484	35724000	35868000	36228000	35388000	34668000	36468000	35500407.7961019
3485	35721000	35865000	36225000	35385000	34665000	36465000	35506331.3343328
3486	35718000	35862000	36222000	35382000	34662000	36462000	35512254.8725637
3487	35715000	35859000	36219000	35379000	34659000	36459000	35518178.4107946
3488	35712000	35856000	36216000	35376000	34656000	36456000	35524089.9550225
3489	35709000	35853000	36213000	35373000	34653000	36453000	35529989.5052474
3490	35706000	35850000	36210000	35370000	34650000	36450000	35535877.0614693
3491	35703000	35847000	36207000	35367000	34647000	36447000	35541764.6176912
3492	35700000	35844000	36204000	35364000	34644000	36444000	35547664.167916
3493	35697000	35841000	36201000	35361000	34641000	36441000	35553563.7181409
3494	35694000	35838000	36198000	35358000	34638000	36438000	35559463.2683658
3495	35715000	35835000	36195000	35355000	34635000	36555000	35565362.8185907
3496	35712000	35832000	36192000	35352000	34632000	36552000	35571262.3688156
3497	35733000	35829000	36189000	35349000	34749000	36549000	35577161.9190405
3498	35754000	35946000	36186000	35346000	34746000	36546000	35583061.4692654
3499	35751000	35943000	36183000	35343000	34743000	36543000	35588961.0194903
3500	35748000	35940000	36180000	35340000	34740000	36540000	35594860.5697151
3501	35745000	35937000	36177000	35337000	34737000	36537000	35600760.11994
3502	35742000	35934000	36174000	35334000	34734000	36534000	35606647.6761619
3503	35739000	35931000	36171000	35331000	34731000	36531000	35612535.2323838
3504	35760000	35928000	36288000	35328000	34728000	36528000	35618422.7886057
3505	35757000	35925000	36285000	35325000	34725000	36525000	35624310.3448276
3506	35754000	35922000	36282000	35322000	34722000	36522000	35630197.9010495
3507	35751000	35919000	36279000	35319000	34719000	36519000	35636097.4512744
3508	35748000	35916000	36276000	35316000	34716000	36516000	35641997.0014993
3509	35745000	35913000	36273000	35313000	34713000	36513000	35647908.5457271
3510	35742000	35910000	36270000	35310000	34710000	36510000	35653832.083958
3511	35739000	35907000	36267000	35307000	34707000	36507000	35659755.6221889
3512	35736000	35904000	36264000	35304000	34704000	36504000	35665667.1664168
3513	35733000	35901000	36261000	35301000	34701000	36501000	35671578.7106447
3514	35778000	35898000	36378000	35298000	34818000	36498000	35677478.2608696
3515	35775000	35895000	36375000	35295000	34815000	36495000	35683377.8110945
3516	35772000	35892000	36372000	35292000	34812000	36492000	35689277.3613193
3517	35769000	35889000	36369000	35289000	34809000	36489000	35695188.9055472
3518	35790000	35886000	36486000	35286000	34806000	36486000	35701088.4557721
3519	35811000	36003000	36483000	35283000	34803000	36483000	35706976.011994
3520	35856000	3.6e+07	36480000	35280000	34920000	36600000	35712863.5682159
3521	35853000	35997000	36477000	35277000	34917000	36597000	35718727.1364318
3522	35874000	35994000	36474000	35274000	34914000	36714000	35724590.7046477
3523	35895000	35991000	36471000	35391000	34911000	36711000	35730454.2728636
3524	35892000	35988000	36468000	35388000	34908000	36708000	35736317.8410795
3525	35889000	35985000	36465000	35385000	34905000	36705000	35742181.4092954
3526	35886000	35982000	36462000	35382000	34902000	36702000	35748056.9715142
3527	35883000	35979000	36459000	35379000	34899000	36699000	35753932.5337331
3528	35880000	35976000	36456000	35376000	34896000	36696000	35759808.095952
3529	35877000	35973000	36453000	35373000	34893000	36693000	35765683.6581709
3530	35874000	35970000	36450000	35370000	34890000	36690000	35771559.2203898
3531	35895000	35967000	36447000	35487000	34887000	36687000	35777422.7886057
3532	35892000	35964000	36444000	35484000	34884000	36684000	35783286.3568216
3533	35889000	35961000	36441000	35481000	34881000	36681000	35789149.9250375
3534	35886000	35958000	36438000	35478000	34878000	36678000	35795013.4932534
3535	35931000	35955000	36435000	35595000	34995000	36675000	35800865.0674663
3536	35928000	35952000	36432000	35592000	34992000	36672000	35806716.6416792
3537	35925000	35949000	36429000	35589000	34989000	36669000	35812580.2098951
3538	35922000	35946000	36426000	35586000	34986000	36666000	35818431.7841079
3539	35919000	35943000	36423000	35583000	34983000	36663000	35824283.3583208
3540	35940000	35940000	36420000	35580000	34980000	36780000	35830134.9325337
3541	35937000	35937000	36417000	35577000	34977000	36777000	35835986.5067466
3542	35934000	35934000	36414000	35574000	34974000	36774000	35841838.0809595
3543	35931000	35931000	36411000	35571000	34971000	36771000	35847701.6491754
3544	35952000	36048000	36408000	35568000	34968000	36768000	35853565.2173913
3545	35949000	36045000	36405000	35565000	34965000	36765000	35859440.7796102
3546	35994000	36042000	36402000	35682000	35082000	36762000	35865316.3418291
3547	36015000	36039000	36399000	35799000	35079000	36759000	35871191.904048
3548	36036000	36156000	36396000	35796000	35076000	36756000	35877055.4722639
